t,x
0.0,0.1590142459033698
0.02000000000000001,-0.03118039112281485
0.04000000000000003,0.2055017226750941
0.060000000000000046,0.4695967345186397
0.08000000000000006,-0.05547074717522107
0.10000000000000007,-0.05278542322447592
0.12000000000000009,0.4944903764727907
0.1400000000000001,0.2548153594217575
0.16000000000000011,-0.11181484777485813
0.18000000000000013,0.19681820147015877
0.20000000000000015,-0.0993766455371616
0.22000000000000017,-0.0939010034823769
0.24000000000000019,0.125141139777329
0.2600000000000002,-0.5141378777811951
0.2800000000000002,-0.44978287442661874
0.3000000000000002,-0.09260223190416916
0.32000000000000023,-0.2188363978074615
0.34000000000000025,0.18874482181785301
0.36000000000000026,-0.16795944652264772
0.3800000000000003,-0.3087567698223977
0.4000000000000003,0.5656140793679919
0.4200000000000003,0.06965848308203858
0.44000000000000034,0.16959592856624406
0.46000000000000035,-0.26568035677652124
0.48000000000000037,0.011281765975141272
0.5000000000000003,0.22115588179064963
0.5200000000000004,-0.14372343378962063
0.5400000000000004,0.3283742745932255
0.5600000000000004,0.049938487079768556
0.5800000000000004,0.15744101644330744
0.6000000000000004,0.07958728781627425
0.6200000000000004,0.8312395390764487
0.6400000000000005,0.28724425494602474
0.6600000000000005,-0.010029994089644445
0.6800000000000005,0.5702592060157254
0.7000000000000005,-0.026354284635627168
0.7200000000000005,0.41911755047682814
0.7400000000000005,-0.21476252053466688
0.7600000000000006,-0.008555274297862014
0.7800000000000006,0.46576227405955845
0.8000000000000006,0.6450456906318522
0.8200000000000006,0.4916713370441458
0.8400000000000006,0.42222749616605615
0.8600000000000007,0.38310852425517233
0.8800000000000007,0.04620570300617827
0.9000000000000007,0.2898833027986125
0.9200000000000007,0.3834156407732573
0.9400000000000007,0.8541544001838619
0.9600000000000007,0.6550954609952342
0.9800000000000008,0.03761298272704483
1.0000000000000007,0.6777284517096354
1.0199999999999985,0.4783600438458199
1.0399999999999963,0.4035329862251664
1.059999999999994,0.8021214064939757
1.0799999999999919,0.9391530552083265
1.0999999999999897,0.9196407916701939
1.1199999999999875,0.3980090234824255
1.1399999999999852,0.5655895968630419
1.159999999999983,0.7653233503458348
1.1799999999999808,0.9651647460632957
1.1999999999999786,0.5342294609736107
1.2199999999999764,0.6266502489664401
1.2399999999999742,0.3536660529063809
1.259999999999972,0.328747244840595
1.2799999999999698,0.9322106828365546
1.2999999999999676,1.094952035595571
1.3199999999999654,0.664875395389215
1.3399999999999632,0.9847015491281372
1.359999999999961,0.788059676378281
1.3799999999999588,0.48072862953082574
1.3999999999999566,0.7761572523100461
1.4199999999999544,1.1214167291927541
1.4399999999999522,0.640337850674796
1.45999999999995,1.1103952323183237
1.4799999999999478,-0.1561406115931292
1.4999999999999456,0.864029922754556
1.5199999999999434,0.6301790846252918
1.5399999999999412,0.499934562360539
1.559999999999939,0.6017411510669134
1.5799999999999368,-0.03843758479776371
1.5999999999999346,0.47463620515982086
1.6199999999999324,0.6295015370804489
1.6399999999999302,0.9467319199492249
1.659999999999928,0.32808454767956485
1.6799999999999258,0.22046439537525037
1.6999999999999236,0.29121477248695016
1.7199999999999214,0.6944103354360559
1.7399999999999192,0.4958150958903881
1.759999999999917,0.21504560064989578
1.7799999999999148,0.5041507649282397
1.7999999999999126,0.35493018849802627
1.8199999999999104,0.59150016461639
1.8399999999999082,0.06487491508382501
1.859999999999906,0.15127910154683305
1.8799999999999037,0.10555045989965925
1.8999999999999015,-0.24273533432827898
1.9199999999998993,0.2578327751059254
1.9399999999998971,0.21953984239889018
1.959999999999895,0.11453829958927376
1.9799999999998927,0.013966834469707354
1.9999999999998905,-0.36937045273575364
2.0199999999998886,-0.10049622032369299
2.0399999999998863,-0.10710318873633808
2.059999999999884,-0.27540370294624655
2.079999999999882,-0.11398673972498649
2.0999999999998797,0.024281289368287454
2.1199999999998775,0.43713294689825666
2.1399999999998753,-0.10859711400507926
2.159999999999873,-0.11641349676828362
2.179999999999871,-0.2491811378150155
2.1999999999998687,-0.8361058745227641
2.2199999999998665,-0.3025091163148847
2.2399999999998643,-0.3110109409728381
2.259999999999862,0.374935980459971
2.27999999999986,-0.4571150977866322
2.2999999999998577,-0.3447022817783646
2.3199999999998555,-0.4816985009935045
2.3399999999998533,-0.8583273818989373
2.359999999999851,-0.20158990041639252
2.379999999999849,-0.3557873397098338
2.3999999999998467,-0.38113973041117655
2.4199999999998445,-0.9284221075919361
2.4399999999998423,-0.27190997227815944
2.45999999999984,-1.1503310089121759
2.479999999999838,-0.5905176429384442
2.4999999999998357,-0.14588266715602227
2.5199999999998335,-1.1361314329923815
2.5399999999998313,-1.044166286639056
2.559999999999829,-0.8788801001407561
